3042.0,3073.0,3103.0,3134.0,3165.0,3195.0,3226.0,3256.0,3287.0,3318.0,3346.0,3377.0,3407.0,3438.0,3468.0,3499.0,3530.0,3560.0,3591.0,3621.0,3652.0,3683.0,3711.0,3742.0,3772.0,3803.0,3833.0,3864.0,3895.0,3925.0,3956.0,3986.0,4017.0,4048.0,4077.0,4108.0,4138.0,4169.0,4199.0,4230.0,4261.0,4291.0,4322.0,4352.0
9.445,9.783,10.12,10.479,10.849,11.216,11.606,11.992,12.402,12.821,13.207,13.645,14.077,14.533,14.983,15.458,15.941,16.418,16.919,17.413,17.933,18.461,18.946,19.491,20.027,20.589,21.142,21.721,22.31,22.888,23.493,24.087,24.709,25.34,25.939,26.586,27.221,27.885,28.536,29.217,29.907,30.583,31.289,31.98
10.686,11.07,11.456,11.868,12.294,12.72,13.174,13.626,14.107,14.601,15.059,15.579,16.095,16.641,17.182,17.754,18.339,18.918,19.529,20.133,20.77,21.42,22.019,22.694,23.36,24.062,24.753,25.481,26.221,26.951,27.718,28.473,29.267,30.074,30.841,31.675,32.495,33.355,34.201,35.089,35.991,36.877,37.806,38.719
9.307,9.662,10.02,10.403,10.801,11.199,11.625,12.051,12.505,12.974,13.409,13.905,14.398,14.921,15.441,15.993,16.559,17.12,17.714,18.303,18.925,19.563,20.151,20.815,21.473,22.167,22.852,23.575,24.313,25.042,25.809,26.566,27.364,28.177,28.951,29.793,30.623,31.496,32.356,33.26,34.179,35.085,36.035,36.971
7.091,7.195,7.298,7.405,7.514,7.621,7.733,7.844,7.959,8.076,8.183,8.304,8.422,8.545,8.666,8.792,8.92,9.046,9.177,9.305,9.439,9.575,9.698,9.837,9.972,10.114,10.252,10.396,10.542,10.684,10.833,10.978,11.129,11.282,11.426,11.581,11.733,11.891,12.045,12.206,12.368,12.526,12.69,12.851
9.31,9.708,10.113,10.55,11.006,11.466,11.96,12.457,12.99,13.542,14.058,14.648,15.237,15.866,16.494,17.163,17.852,18.537,19.266,19.991,20.761,21.551,22.283,23.113,23.936,24.808,25.672,26.587,27.522,28.449,29.427,30.396,31.418,32.462,33.459,34.547,35.621,36.754,37.871,39.049,40.249,41.433,42.679,43.907
12.098,12.957,13.852,14.841,15.895,16.975,18.151,19.346,20.637,21.986,23.251,24.702,26.155,27.705,29.252,30.895,32.582,34.255,36.023,37.771,39.612,41.487,43.208,45.142,47.039,49.023,50.965,52.992,55.037,57.03,59.103,61.119,63.21,65.307,67.271,69.372,71.404,73.5,75.523,77.605,79.676,81.669,83.714,85.677
14.225,14.965,15.743,16.609,17.54,18.502,19.56,20.643,21.825,23.07,24.248,25.611,26.988,28.471,29.963,31.564,33.225,34.887,36.662,38.435,40.322,42.265,44.068,46.117,48.15,50.303,52.437,54.692,56.998,59.276,61.678,64.048,66.542,69.081,71.496,74.119,76.696,79.399,82.051,84.829,87.643,90.398,93.278,96.095
13.631,14.684,15.779,16.988,18.277,19.6,21.046,22.522,24.126,25.811,27.404,29.245,31.104,33.107,35.125,37.292,39.543,41.801,44.217,46.636,49.219,51.887,54.369,57.197,60.015,63.01,65.989,69.149,72.393,75.611,79.018,82.393,85.96,89.607,93.091,96.891,100.643,104.596,108.492,112.592,116.765,120.871,125.183,129.422
11.582,12.356,13.16,14.049,14.996,15.968,17.031,18.115,19.295,20.533,21.704,23.057,24.425,25.898,27.383,28.978,30.636,32.301,34.085,35.872,37.782,39.758,41.599,43.701,45.798,48.032,50.257,52.624,55.06,57.482,60.053,62.607,65.314,68.092,70.754,73.667,76.553,79.605,82.625,85.815,89.076,92.298,95.697,99.054
11.224,11.736,12.257,12.824,13.42,14.022,14.673,15.33,16.036,16.771,17.459,18.248,19.038,19.882,20.726,21.627,22.555,23.481,24.466,25.446,26.486,27.556,28.546,29.67,30.785,31.965,33.135,34.372,35.637,36.89,38.212,39.519,40.898,42.306,43.649,45.113,46.556,48.076,49.575,51.151,52.756,54.337,55.998,57.632
10.903,11.096,11.289,11.497,11.714,11.931,12.163,12.395,12.643,12.899,13.137,13.409,13.678,13.965,14.249,14.551,14.86,15.166,15.49,15.81,16.148,16.494,16.812,17.171,17.525,17.898,18.265,18.652,19.045,19.431,19.838,20.237,20.656,21.081,21.485,21.923,22.353,22.803,23.244,23.706,24.174,24.633,25.113,25.583
14.328,15.68,17.098,18.674,20.359,22.091,23.981,25.905,27.986,30.159,32.198,34.535,36.873,39.364,41.842,44.469,47.158,49.814,52.61,55.36,58.243,61.162,63.825,66.797,69.693,72.699,75.617,78.636,81.652,84.565,87.562,90.445,93.403,96.333,99.044,101.908,104.64,107.42,110.063,112.744,115.369,117.854,120.361,122.727
10.794,11.079,11.368,11.679,12.002,12.327,12.676,13.024,13.397,13.782,14.14,14.548,14.954,15.385,15.813,16.268,16.734,17.195,17.684,18.167,18.678,19.199,19.68,20.223,20.758,21.322,21.879,22.464,23.06,23.646,24.263,24.869,25.506,26.154,26.769,27.436,28.091,28.778,29.452,30.158,30.875,31.577,32.313,33.034
9.593,9.852,10.113,10.394,10.684,10.976,11.287,11.598,11.929,12.27,12.587,12.947,13.304,13.683,14.058,14.455,14.862,15.264,15.689,16.109,16.551,17.002,17.418,17.886,18.347,18.833,19.31,19.813,20.324,20.826,21.354,21.873,22.417,22.97,23.494,24.063,24.621,25.206,25.781,26.382,26.992,27.589,28.215,28.828
8.977,9.276,9.575,9.895,10.227,10.558,10.911,11.262,11.636,12.02,12.376,12.78,13.181,13.605,14.026,14.47,14.924,15.373,15.846,16.314,16.807,17.31,17.773,18.294,18.808,19.349,19.881,20.441,21.01,21.571,22.159,22.738,23.345,23.962,24.548,25.184,25.808,26.462,27.105,27.778,28.461,29.131,29.833,30.522
14.384,14.625,14.87,15.136,15.414,15.696,15.999,16.305,16.634,16.976,17.295,17.661,18.027,18.417,18.807,19.222,19.65,20.075,20.527,20.976,21.451,21.939,22.39,22.9,23.405,23.938,24.465,25.021,25.588,26.148,26.738,27.32,27.932,28.555,29.148,29.792,30.426,31.092,31.747,32.435,33.133,33.819,34.538,35.244
11.189,11.583,11.99,12.436,12.91,13.394,13.922,14.458,15.04,15.648,16.222,16.883,17.548,18.262,18.98,19.747,20.542,21.337,22.185,23.03,23.931,24.858,25.718,26.696,27.667,28.696,29.718,30.799,31.907,33.004,34.162,35.309,36.519,37.754,38.934,40.219,41.487,42.823,44.14,45.525,46.935,48.324,49.784,51.22
8.99,9.127,9.265,9.412,9.565,9.718,9.882,10.045,10.219,10.399,10.565,10.755,10.943,11.144,11.342,11.553,11.769,11.983,12.209,12.433,12.669,12.911,13.133,13.384,13.632,13.894,14.151,14.422,14.698,14.97,15.256,15.537,15.832,16.132,16.417,16.726,17.03,17.348,17.661,17.988,18.32,18.646,18.987,19.322
10.162,10.782,11.415,12.104,12.829,13.563,14.356,15.157,16.019,16.914,17.753,18.714,19.677,20.705,21.732,22.828,23.957,25.081,26.277,27.466,28.727,30.022,31.221,32.579,33.926,35.349,36.759,38.247,39.768,41.271,42.856,44.421,46.069,47.748,49.348,51.088,52.802,54.602,56.374,58.234,60.124,61.981,63.929,65.841
10.592,11.075,11.562,12.087,12.633,13.181,13.768,14.356,14.985,15.634,16.239,16.928,17.615,18.345,19.071,19.842,20.633,21.419,22.251,23.075,23.948,24.84,25.664,26.595,27.516,28.487,29.446,30.457,31.488,32.504,33.574,34.628,35.736,36.864,37.936,39.101,40.247,41.449,42.631,43.87,45.128,46.362,47.656,48.925
9.469,9.762,10.057,10.371,10.696,11.02,11.365,11.709,12.074,12.448,12.795,13.188,13.577,13.989,14.396,14.826,15.265,15.698,16.155,16.606,17.08,17.563,18.007,18.506,18.998,19.515,20.023,20.556,21.098,21.63,22.189,22.737,23.312,23.895,24.448,25.047,25.635,26.25,26.853,27.485,28.124,28.751,29.406,30.048
8.928,9.272,9.616,9.983,10.361,10.738,11.14,11.539,11.962,12.397,12.8,13.256,13.708,14.186,14.659,15.158,15.669,16.174,16.706,17.232,17.786,18.351,18.871,19.457,20.034,20.642,21.241,21.87,22.511,23.142,23.804,24.456,25.141,25.837,26.498,27.216,27.921,28.662,29.389,30.152,30.926,31.686,32.483,33.265
9.554,9.82,10.087,10.371,10.665,10.958,11.268,11.578,11.905,12.242,12.553,12.905,13.254,13.622,13.986,14.369,14.761,15.147,15.554,15.955,16.376,16.805,17.199,17.642,18.078,18.535,18.984,19.455,19.934,20.403,20.895,21.377,21.883,22.395,22.88,23.405,23.919,24.458,24.985,25.536,26.093,26.639,27.209,27.767
