3042.0,3073.0,3103.0,3134.0,3165.0,3195.0,3226.0,3256.0,3287.0,3318.0,3346.0,3377.0,3407.0,3438.0,3468.0,3499.0,3530.0,3560.0,3591.0,3621.0,3652.0,3683.0,3711.0,3742.0,3772.0,3803.0,3833.0,3864.0,3895.0,3925.0,3956.0,3986.0,4017.0,4048.0,4077.0,4108.0,4138.0,4169.0,4199.0,4230.0,4261.0,4291.0,4322.0,4352.0
335.558,325.901,318.594,312.509,307.622,303.461,299.757,296.758,293.943,291.382,289.31,287.118,285.152,283.314,281.648,280.038,278.541,277.152,275.794,274.559,273.347,272.196,271.206,270.155,269.181,268.219,267.327,266.442,265.593,264.802,264.014,263.28,262.548,261.841,261.201,260.54,259.921,259.3,258.719,258.136,257.571,257.039,256.506,256.004
326.512,322.1,330.291,327.345,324.368,325.258,325.683,327.703,325.711,324.179,326.186,325.525,323.105,323.439,331.669,330.291,328.669,328.688,331.395,315.745,316.499,318.252,334.975,334.459,323.935,327.402,319.583,318.448,318.137,329.783,328.884,328.695,329.403,330.382,329.652,333.153,321.136,320.682,332.526,331.654,330.197,332.229,333.063,338.789
337.182,327.037,319.389,313.086,307.903,303.649,299.838,296.585,293.579,290.868,288.628,286.345,284.304,282.345,280.577,278.866,277.26,275.795,274.364,273.051,271.764,270.539,269.483,268.365,267.33,266.306,265.355,264.412,263.506,262.661,261.821,261.037,260.255,259.499,258.816,258.108,257.445,256.781,256.158,255.534,254.928,254.358,253.786,253.247
329.845,320.649,314.309,309.042,304.641,300.978,297.659,294.803,292.146,289.735,287.736,285.69,283.856,282.092,280.496,278.949,277.494,276.165,274.866,273.673,272.502,271.388,270.426,269.408,268.465,267.532,266.665,265.805,264.979,264.209,263.443,262.728,262.015,261.326,260.703,260.059,259.455,258.85,258.283,257.714,257.163,256.645,256.124,255.634
340.033,329.614,321.133,313.867,307.77,302.711,298.153,294.25,290.639,287.379,284.686,281.941,279.487,277.133,275.009,272.953,271.024,269.264,267.545,265.968,264.421,262.949,261.679,260.334,259.089,257.856,256.71,255.573,254.48,253.46,252.445,251.496,250.549,249.634,248.805,247.946,247.141,246.333,245.575,244.813,244.074,243.378,242.678,242.019
321.263,307.824,298.475,290.869,284.818,280.072,276.017,272.698,269.73,267.113,264.982,262.825,260.904,259.061,257.395,255.778,254.255,252.86,251.493,250.234,248.994,247.811,246.787,245.699,244.689,243.685,242.751,241.821,240.925,240.088,239.252,238.469,237.687,236.929,236.241,235.527,234.857,234.184,233.55,232.914,232.294,231.71,231.123,230.568
334.068,317.255,307.768,302.153,298.441,295.645,293.161,290.986,288.905,286.957,285.297,283.556,281.961,280.397,278.959,277.545,276.2,274.958,273.732,272.598,271.476,270.401,269.469,268.477,267.553,266.636,265.78,264.928,264.107,263.34,262.574,261.857,261.14,260.447,259.819,259.167,258.555,257.942,257.366,256.787,256.225,255.696,255.164,254.663
343.985,343.307,343.484,344.037,344.789,345.622,346.538,347.451,348.402,349.346,350.186,351.096,351.951,352.805,353.601,354.389,355.14,355.831,356.506,357.122,357.718,358.273,358.738,359.214,359.634,360.027,360.368,360.678,360.946,361.165,361.351,361.491,361.595,361.658,361.68,361.665,361.611,361.517,361.389,361.217,361.007,360.768,360.483,360.172
326.579,313.548,304.373,296.834,290.592,285.42,280.741,276.71,272.95,269.526,266.673,263.74,261.095,258.536,256.207,253.936,251.788,249.814,247.874,246.083,244.315,242.625,241.16,239.601,238.153,236.713,235.372,234.036,232.749,231.547,230.347,229.224,228.102,227.016,226.032,225.011,224.053,223.092,222.188,221.281,220.399,219.568,218.732,217.943
