,log_s1,log_s6,log_alpha8,log_l2,log_l4,log_l5,log_l7,log_l10,ls_2,ls_4,ls_5,ls_7,ls_10,log_s3,log_s9,s_1,s_3,s_6,s_9,alpha_8,log_n11,n_11
0,5.635515662800103,0.12946052320088583,-2.165234445660788,4.564451970206196,4.612079478230953,-0.5706871311079604,0.7089821753258039,-1.7856936440215136,96.00996327586172,100.69332164705978,0.5651369820538704,2.03192206537322,0.16768070992977285,0.7413608517561707,-1.5792382237605036,280.2033705172661,2.0987897136505733,1.1382141775234316,0.2061320649197901,0.11472303512639202,-1.5803001183616008,0.20591329057114646
1,5.260670161474283,0.32128071730716456,-2.071030188752938,4.575228148897091,4.851348574585003,-0.34389179635327016,0.7384524109494799,-1.9907371188770107,97.05017850248923,127.91277349923492,0.7090056408950279,2.092694376263441,0.13659470179423996,0.8922050856593366,-1.7879043299659632,192.61052821018012,2.4405052454071168,1.3788926055880573,0.16731042997831846,0.12605585346874032,-1.683623752251533,0.18569982513975233
2,4.754288198254913,0.19785332585307655,-2.149702542395568,4.47007581330074,4.728587122438183,-0.03674722155395305,0.6111387251592724,-2.062974422180602,87.36334606600906,113.13560261912997,0.9639197626956133,1.8425283380114834,0.12707543122575005,1.7090670458411266,-1.6299248251807246,116.08099709421839,5.52380561548469,1.2187836166637112,0.19594430365087276,0.11651881202585246,-1.6431649962374784,0.19336706673125684
3,5.592905651197158,0.2333956783669253,-2.066243692047666,4.911417135732449,3.8327890962557003,-0.2933663380059226,0.6017749007658537,-2.1800918725140237,135.83177013424623,46.19119041539059,0.7457488944871161,1.825355752229174,0.11303114570789308,0.985534281621518,-1.87010520804027,268.51469735339487,2.679242972364729,1.26288107520256,0.15410744761965944,0.12666066570722745,-1.619026921393028,0.19809136379779382
4,5.397899335117918,0.41848954089856727,-2.1050575886533385,4.522409227176624,4.28066272527958,-0.2963982865305378,0.7851909103593784,-2.307539593526034,92.05711753490685,72.28833144080517,0.7434912464924877,2.192825533885788,0.09950577527611044,1.0058975788224442,-2.0864661060057985,220.9418036894493,2.7343604757456896,1.5196644302286335,0.12412500628209076,0.12183865754282792,-1.6976104027933032,0.18312058608465087
5,5.697556191316522,0.18365337640321933,-2.106118615766004,4.262349645868955,4.43224413527251,-0.13859321904296007,0.6126617482708008,-2.409795040719702,70.97655745770457,84.11998186692747,0.8705820926569153,1.8453366893030279,0.08983370493700601,1.058108802149757,-1.917703627527949,298.1379179388994,2.88091744914517,1.2015992482498192,0.14694401317164874,0.12170945198122762,-1.7020238429704602,0.18231417516490603
6,5.6578014560448935,0.4043892545533183,-2.080296178917239,4.699228170335111,4.395907027676985,-0.2575214094333742,0.4374021341423071,-2.289477440937185,109.86234470335188,81.11817383365874,0.7729650773920074,1.5486787284454309,0.1013193933900068,1.02606137540044,-2.243165336029648,286.51802711563954,2.7900551855381637,1.4983870874521537,0.10612206020003265,0.12489321598262305,-1.6156777761819656,0.1987559127545135
7,5.59370414844711,0.2875143239410406,-2.174475768903756,4.53045108960961,4.543406637191353,-0.018796336416167958,0.5883898784408363,-2.118524795179596,92.80041294397857,94.01051495067036,0.9813792130985823,1.801086111915464,0.12020883042085727,1.7909853302054897,-1.7070395630149697,268.7291912257901,5.995356963274442,1.3331096874110058,0.18140202775243755,0.11366772621122963,-1.673881282237835,0.18751784172391278
8,5.152944843121905,0.1890727343096645,-2.124159549441622,4.085881191045781,4.785836023440119,-0.4950592220968374,0.5621265817150569,-1.8622865856332904,59.49434053957716,119.80147807261868,0.6095348082979478,1.754399409808563,0.15531707822303084,0.4957508655760048,-1.9714604510780926,172.94002241123053,1.6417304952837437,1.2081288217031418,0.13925333495164302,0.11953338796457266,-1.467294471723616,0.23054839736163896
9,5.717298400001244,-0.24429567944930564,-2.163601345791352,5.082189107201625,4.28577059920698,0.05998099632718823,0.022164400851217403,-2.5870655813196013,161.12639308347107,72.65851574675565,1.061816367942784,1.0224118560339324,0.07524050360028844,1.7822342188383953,-1.9686713857095128,304.08230351210676,5.943119826671356,0.7832560073159774,0.1396422637273862,0.11491054236742998,-1.7466304890013844,0.17436046425339544
10,5.424334402725324,0.04250334025280908,-2.189178719402691,4.65055754701665,3.673715767566229,-0.4712792036795005,0.5699979558378934,-2.3536988538509966,104.64331288240564,39.39802812908146,0.6242032742284381,1.7682634368129286,0.0950170572165323,0.35833956465086114,-1.7389581333973432,226.8602984559482,1.4309514385175333,1.0434195416529124,0.17570336475604723,0.11200870142584243,-1.701864309570999,0.18234326268519382
11,5.267629582301412,-0.07176590722175102,-2.0879914814283644,4.820820278403465,4.518002515255693,-0.18330825195136435,0.3167320391661286,-2.3000113521988874,124.06681838334828,91.65234085979239,0.8325114928884952,1.372634710299833,0.10025770557092985,1.2403361425610946,-1.8004687905058425,193.95566117579372,3.45677523877278,0.9307487518721231,0.16522141583274091,0.12393581337996777,-1.6491916435731557,0.19220521616213015
12,5.600706848679763,-0.25806664720690087,-2.1830515216079807,5.022161447581745,3.9490662877076588,-0.1021704887483249,-0.10108303993542189,-2.410674687926056,151.73892533132693,51.886896776476576,0.9028756084140817,0.9038579734616955,0.0897547177149596,1.334246300361798,-1.9065860517289686,270.6176255483918,3.797132969896998,0.7725437425084812,0.1485867892997267,0.11269710774132673,-1.6728746072482816,0.18770670629194028
13,5.204937447440605,0.3473793977360291,-2.1600769644471285,4.712020662798414,4.271694987191481,-0.026331846596652442,0.7336334440713006,-2.3690464508410116,111.27678574401129,71.64296667375073,0.974011813467274,2.082634011130102,0.0935699072584496,1.392198962765225,-1.700401488479013,182.16947724532952,4.023688272665294,1.415353605472038,0.18261019344420423,0.11531624544543873,-1.6885465941948716,0.18478790072322607
14,5.538846335140489,0.5500783372235175,-2.1014569097902007,5.040830495795806,4.888668882629041,-0.018076530783816325,1.1266043893881736,-2.2970275592528155,154.59835500947972,132.77671497554033,0.9820858696808265,3.085162682604342,0.10055730054801641,1.9406966659248628,-1.6216022475809648,254.38435581583326,6.963600584402307,1.733388801414852,0.19758187025862126,0.12227815018285422,-1.6904460550239009,0.1844372364860467
15,5.5711997439565994,0.11978505249214759,-2.1759259041590093,4.4778071654089295,4.5488797370300045,0.09543373188268434,0.4491448959363824,-2.324415038860902,88.04140061754987,94.52645449128086,1.1001359156823551,1.5669716885811935,0.09784066029917649,1.7326521883689145,-1.7209924511920267,262.74914191233,5.655633841138112,1.127254524985699,0.17888852165682048,0.1135030120918067,-1.6967278080854542,0.18328227868884958
16,5.268715633520078,0.5077291205542578,-2.1233807493765506,4.671879072325602,4.247639211852793,-0.2253790579972611,1.1039029188414755,-1.7477379109548394,106.8984236957149,69.94010352649296,0.7982135921608533,3.0159139508139834,0.17416748052439837,1.0177919180005874,-1.5138517994260923,194.16642138545615,2.7670780780823416,1.6615138100163034,0.22006071368088534,0.11962651683457558,-1.6658272286224212,0.189034218769023
17,5.407092716959474,0.09092611066915454,-2.1367134367670895,4.257762890570044,4.683085495930172,-0.12772715338959684,0.664228642724328,-2.1840630313317213,70.65175083039517,108.1031102206518,0.8800934769102364,1.942991202755211,0.11258317115470609,1.491369277143308,-1.6556128324222126,222.98237154316973,4.443175293979042,1.095188079554381,0.19097498417438005,0.11804215922399042,-1.5409883481062536,0.21416932294403665
