,log_s,log_n,log_ls__0,log_ls__1,log_ls__2,log_ls__3,log_ls__4,log_ls__5,log_ls__6,log_ls__7,log_ls__8,log_ls__9,log_ls__10,s,ls__0,ls__1,ls__2,ls__3,ls__4,ls__5,ls__6,ls__7,ls__8,ls__9,ls__10,n
0,0.9918453237213856,-0.2729294706247161,2.7698723180124087,1.2618644448105953,2.511462209340509,3.8298392098105922,0.1934048196394137,4.042974762927202,6.61571887525972,-2.229614615803383,1.4862363683828679,-0.7246600690860492,1.4352936376168264,2.6962052561029353,15.956596509763212,3.5320005724273367,12.322935604908725,46.05513242537385,1.2133738916906287,56.995639387087444,746.7413513136781,0.10756987787959604,4.420427312190506,0.4844892338344921,4.200878363610644,0.7611464689208105
1,0.9775630429880598,-0.2350613296952016,2.2927132022948493,0.6613601162156199,1.9977349087583642,5.328801476848986,0.6627803085213699,5.6946580345067614,5.725074175393646,1.3285054182472886,1.9162869280186443,0.5638323062674657,1.946199362453036,2.657970981967042,9.901766764658229,1.9374256672433043,7.372338153660522,206.19070167552968,1.9401791390358125,297.2751183699102,306.45599589445675,3.7753965300117933,6.795678721318495,1.7573944856175967,7.002024786567647,0.7905223656462617
2,0.8171367239690074,-0.24970907502470374,1.8399410727056476,0.8848022135382194,1.0060989708081332,3.494942115218242,1.008580108203866,3.926552563264342,6.249483335568996,0.6580581183927015,1.0293504685889443,0.3861683936622631,2.2740777429000385,2.2640080680683283,6.296167233995065,2.4225052053656344,2.7349112094863086,32.948380687978926,2.741705325043859,50.73178124708887,517.7452549948508,1.9310388423520064,2.7992470451994063,1.4713324130084828,9.718951505991617,0.7790273886309907
3,0.7117136007047378,-0.2478947557113647,2.642583272052608,-0.631815450559902,3.150769912897078,4.058184364268836,1.011907545647075,6.033236283529112,5.778591766095251,2.6497177184160177,1.7463811298213703,-0.21118963515365421,1.7264323213942814,2.03747969554133,14.049450322386377,0.5316257840668788,23.354038236217278,57.869146347586614,2.750843372710389,417.0625804368863,323.30358262478717,14.150043784791553,5.733815152352884,0.8096205198110993,5.6205657235580695,0.7804420760270696
4,0.5610396454726339,-0.27446783031679955,2.4280310660442046,0.8596647209838433,1.843876958383245,4.486176260608623,1.7524856275141523,4.902371778272937,6.5426382007823864,0.13106028521326457,1.5196628778729457,0.0025178388086233294,1.4163364469765776,1.75249352548137,11.336539194425363,2.362368508322378,6.320997060059864,88.78131938738254,5.768924266446205,134.6086632777728,694.115380341418,1.1400365065843394,4.570684056649541,1.0025210112267435,4.121991609711794,0.759976452057384
5,0.8443867279915372,-0.2726621896688462,2.7546405335814312,0.7166338709455347,2.7394115185600776,4.119264534255836,1.8862216178308717,4.041417866204002,5.030183515216505,2.44556184042499,2.7415134801928938,0.17903758393380328,1.6011444103507082,2.3265505686299615,15.715390732118244,2.047529349485766,15.477873974176468,61.5139841954261,6.594405366617166,56.90697210370071,152.96108080593424,11.537029747960238,15.51044208789935,1.196065696177091,4.958703970638108,0.7613499360668161
6,1.5252657649323156,-0.23756630829082673,2.05263014431588,0.4499456324954272,1.3387925877707643,4.3415925360310315,2.0637187738639744,3.4461037378682877,6.233489780045099,0.6791722693611648,1.3591793341637612,0.7426883486047897,2.008945178252448,4.596364959620534,7.788358698664751,1.5682269225880392,3.8144351281993054,76.82979618191916,7.875201517152502,31.377897314330205,509.5305339161916,1.972244569156968,3.892997140730528,2.101577700493806,7.455449028438853,0.7885446022026933
7,1.2509747561501356,-0.2446758616298947,3.1692173079280592,1.5074178781721017,1.6870035897435292,4.858745457072788,0.5186751362914381,4.545273918190324,5.570847057838829,0.5922060008690766,2.511052299361025,0.27222383294601427,1.6212815289392588,3.493746849438512,23.788857717582218,4.515057301597351,5.403266022614029,128.8624371989127,1.6798006678584578,94.18622299603442,262.65649027695474,1.8079724081400996,12.317885345774263,1.312880834410049,5.059570149196925,0.7829582839373044
8,1.364321493104618,-0.24470725956157086,3.65582637999904,1.0793893094289815,3.1935977130813837,2.978511899148492,1.592987098546908,4.526562962597713,6.114907502000379,-0.3036795008849807,1.7669838906627287,0.7961902550308569,1.2500482346500363,3.9130671080415738,38.69948838796164,2.9428818120160316,24.375967614018574,19.658540976025225,4.9184188089063285,92.44029370005187,452.55418507829506,0.738097388105762,5.853172902243667,2.2170783155706624,3.4905113169932505,0.7829337010525279
9,0.9754871906490804,-0.26032854269960476,3.7805567746630317,0.8868817453528544,1.8533485424013043,5.118243269105158,0.9634449606281152,5.682071813879157,5.327161433751398,0.024736976130524085,0.22786160051945892,0.6093409054300125,1.4144039751131152,2.6524591495415843,43.8404441901505,2.427548123648493,6.381151343258554,167.0416644634868,2.6207091802433418,293.5569957817179,205.8528171867567,1.0250454736373347,1.2559114959050246,1.8392187800993578,4.114033668629757,0.7707983040432468
10,0.8105779560434706,-0.23713853268113044,2.767468621552419,1.4721871358604957,2.814762782517466,4.191599341253926,0.29772200188318376,4.192293122716918,5.7981384339365,1.6468091712812962,2.4536345030070743,0.4096714279985577,1.6203923927879333,2.249207554192812,15.918287754973232,4.358757919214213,16.68921633684038,66.12846841832528,1.3467873314909737,66.17436304246883,329.6852574178693,5.190391725379534,11.630541231815123,1.506322768306175,5.055073501829214,0.7888819945096281
11,0.9709860737776558,-0.2620043000688353,3.365640179967826,0.5644004192595375,1.6575528714170498,4.567829556138886,1.7890530349452944,6.241643162059008,5.429832558263468,-2.667906696272558,0.7851899313149096,0.145615272443483,1.4478238945342645,2.640546950125511,28.95202587459881,1.758393167912404,5.246456369244528,96.33479343930809,5.98378334885237,513.7019133232812,228.11104691626312,0.06939734308551936,2.192823387013129,1.1567510684193412,4.253847614904361,0.7695077147643187
