,log_s,log_ls__0,log_ls__1,log_ls__2,log_ls__3,log_ls__4,log_ls__5,log_ls__6,log_ls__7,log_n,s,ls__0,ls__1,ls__2,ls__3,ls__4,ls__5,ls__6,ls__7,n
0,3.4118039856261366,6.018066167593352,5.858519824796517,5.672149196889755,3.429596114481917,2.7321868014761463,5.094012887057575,5.3244000029401475,4.244543487891508,0.6672033867825455,30.319891601705372,410.7834407963569,350.20539485321035,290.6585460327151,30.86417463883761,15.366453688319332,163.04282348320638,205.2851530181842,69.72392306231993,1.9487797096854842
1,3.699451685470584,6.224160448613793,5.544551373687304,5.544027821988344,3.2998985425443874,3.2262893709963834,5.691134733870778,5.920380289650355,4.021648371442888,0.6872969837623708,40.42513259451715,504.7990597537269,255.8397760381868,255.70586574631955,27.109888280836874,25.18602736240585,296.2295717254613,372.5533651291859,55.79299765410294,1.9883337645643084
2,3.62572274580279,6.251192746399831,5.905725308092702,5.99489463479115,3.339528247406126,3.0630526311443043,5.148011401645158,5.627859300829704,4.087365588152091,0.6709304758538873,37.551853798862275,518.6310512204858,367.1334140778685,401.3743908663255,28.205817398785268,21.392761799470723,172.08893405518373,278.0662239111895,59.58271934490931,1.956056537512991
3,3.6311423087444195,6.088630234612726,6.133805337785538,5.815685595989333,3.2592626524123736,3.089551936610712,5.388789645002941,5.975992257741066,3.9957254706253007,0.6756354362991741,37.75592091189951,440.8171812968221,461.1878011402947,335.5213517576848,26.030336658732633,21.96723305745739,218.93823213812786,393.8587166238598,54.365266724890134,1.9652813904174746
4,3.5526080437957397,5.5167072171061955,6.029657364880781,5.781868645766369,3.4317898647935707,3.2906847538797313,5.400360156209245,5.559876601323721,4.072638847822969,0.681072088921156,34.9042306455016,248.81439504922108,415.5726152127737,324.364747267152,30.931957253452588,26.861250705513363,221.48617146106304,259.79077650699156,58.711689565829815,1.9759950394468948
5,3.5972326555748495,6.104215589516271,5.77569202325374,5.811585197153471,3.3051632869194703,2.7408162341999227,5.407233065783828,5.519712046411989,4.1587067305006675,0.7017992922852683,36.49709453265015,447.74129070936215,322.3674433130312,334.14839715191874,27.25299128249569,15.499631263644273,223.01366905310053,249.56316423357623,63.98871441217581,2.0173792988520036
6,3.5682624266939795,6.0131328471308985,6.002815871560643,5.513379130798266,2.9159161192029175,2.6642854193751844,5.625244915200026,5.981381817807501,3.9155628049169033,0.647658668242552,35.45493405156382,408.7619049841842,404.5663980815957,247.98769569429825,18.465721458232707,14.35768615507973,277.3402010367135,395.98717240276216,50.177303598895094,1.911061158681844
7,3.6104259828058987,6.331979358626536,5.838686419037147,5.513358899198262,3.2639557124457146,2.704957259641947,5.413076895247243,5.546391279656205,4.253540007819642,0.633658185610927,36.9818030721548,562.2684239901582,343.32805513257995,247.98267855718552,26.152785696960848,14.953677551334874,224.32073832829133,256.3109304762182,70.35402584182461,1.8844918059967437
8,3.6727891278912184,6.337981769365316,6.006197249906784,5.672909544952715,3.3485230924690077,3.002392114782119,5.383272997358408,5.645817758732684,4.26446655922199,0.6907110659977586,39.361537262653286,565.6535392790729,405.93670559808464,290.8796317355653,28.460668812374248,20.13364134567984,217.7337524552073,283.10497315233897,71.12696782662867,1.9951337007135543
9,3.256558615222029,5.879041475553939,5.72528211761974,5.445287688547298,3.244731754586543,3.2018080943995084,5.410783876037084,5.33465965425485,4.044549726705145,0.6257104438088185,25.960044739142738,357.4664371231825,306.51972766247616,231.66391718204184,25.65482734737249,24.57692745268378,223.80695584773608,207.40214835561108,57.085476180900784,1.8695737127979732
10,3.416946738167897,6.010621170053895,5.7452706501529605,5.172917560941499,3.2773966852194842,2.825719915226385,5.183162725823786,5.86226273363625,4.006929800879597,0.6777852188041951,30.476220938304056,407.7365153403725,312.7082509138544,176.42882917938783,26.5066775752033,16.873087807492322,178.24566261163423,351.51863786262146,54.97781833476105,1.96951086256175
11,3.517955544982453,6.43755503910288,6.372293986971936,5.270206742192901,3.2775940702719364,2.9852025034323217,5.142952323921093,5.634659552958117,4.140963508044315,0.6814384803831676,33.715428277484186,624.8771304331764,585.3991878834271,194.4561605829861,26.511910113542257,19.79050947671311,171.22052129836186,279.96358830860817,62.86336163366751,1.9767191598059832
12,3.612335434646652,6.1819458891484125,5.859664027356467,4.888417588025185,3.3741488853620396,2.9943345575225155,5.37024552067651,5.7796329967103475,4.176051969185059,0.6741240318899644,37.05248550498031,483.93272017362915,350.6063300943324,132.74335309555497,29.199421147501443,19.972065206372744,214.91562745751108,323.64039153042893,65.10829556858116,1.9623132990168863
13,3.4701356485302153,5.9530141747698195,6.052200919727276,4.961759317153337,3.4572464349570953,3.2815335375901684,5.560375193847283,5.561742771197509,3.9893965498299564,0.6865531265505134,32.14110204231151,384.91178369377275,425.0474967450653,142.8448844154749,31.729486909804486,26.616558911898434,259.9203385424954,260.27604288150945,54.02227977127011,1.9868552781135358
14,3.545030242653372,6.151089233205283,6.300521969368706,5.115584049622643,3.3137732342153425,3.123713082560973,5.512896405042767,5.665301495272099,4.217979620164364,0.6749316594495647,34.64073295409878,469.2282074749196,544.8562341798406,166.59805410502162,27.488651154822605,22.730623826512254,247.8680145354527,288.67500214606184,67.89616957026726,1.9638987574615319
15,3.5066098304193702,5.875275092113384,5.921272951398507,5.312416293139882,3.5183073779569645,3.086174338321254,5.503050997317057,5.372607772413476,4.307789991640128,0.7001038042399549,33.33506448159785,356.1226137195377,372.8860777452013,202.83975704104333,33.727292563903184,21.893161730669902,245.43962671995533,215.42391238388652,74.27615649240137,2.013961754389523
16,3.4224400191166424,6.05328462150114,5.951530734676987,5.719027469118522,3.222935430616309,3.120839389401478,5.145291007447006,5.834395979031449,4.097915542538469,0.7031812167832102,30.644096052606145,425.5083711513657,384.34121342967325,304.60853764871143,25.101696427737572,22.665396754493983,171.62142051629434,341.8581821654204,60.214641831769356,2.0201690919244477
17,3.444966807733419,6.075422256309021,5.935068204795222,5.216262659748146,3.253930698354031,2.9765324868467165,5.322848434601009,5.824742560365504,4.171266814146854,0.7011567459180378,31.342243109315362,435.03315923461537,378.0657811914892,184.2443120468483,25.89191346055613,19.619667104584554,204.96688604459447,338.5739595010579,64.7974865078514,2.0160834554765112
18,3.6664121307005155,6.402481011868133,6.032578319140403,4.686635811339769,3.36249830564588,3.4741926783951027,5.573566794808325,5.807735559947593,4.0351446833956865,0.6660382844431241,39.111327491531945,603.3400763910918,416.78825836806857,108.48759247146528,28.861204996537996,32.27176432435829,263.37181915609926,332.8645198663979,56.551101651868166,1.9465105040717943
19,3.6531717143152918,6.081150777603175,6.132959231480649,5.988329858793091,3.3900000238186285,3.167872807828824,5.4065065329737205,5.457540404021531,4.105903046729286,0.6598470503357483,38.596890426056625,437.5324076151392,460.7977522686865,398.7480878763318,29.665952976971155,23.756895087714597,222.8517011500535,234.5198902271978,60.69753251404832,1.934496431193813
20,3.5450155110670383,6.282832609850714,5.940758141868134,5.3584884786449765,3.1733424440329,3.1911569896952714,5.308431178088296,5.484226318181714,4.081019665414848,0.6493250166959101,34.640222644909436,535.3028223506632,380.2230833323171,212.40365103385494,23.88719267654567,24.316545166181907,202.03302579825893,240.86252093810427,59.20580919767819,1.9142483072004044
21,3.643400039029397,6.45349931227073,6.194477048220533,5.77308089711536,3.295799942336933,3.0223439233383176,4.963827744399448,5.61589101479228,4.05931250498989,0.6500395114469582,38.22157088258564,634.920194010432,490.03511324481383,321.5267992471052,26.999003079385403,20.539378034347546,143.14065445031508,274.7580836783903,57.934467727000104,1.915616516299005
22,3.480806048215788,5.963326559834337,5.980549223723977,4.965822975153408,3.226029116319443,3.080169110654648,5.50553412682143,6.070575961024758,4.292555318610064,0.6785638293040638,32.48589672452528,388.9016795354144,395.65761303949427,143.42653819339378,25.179473433873504,21.762082285015822,246.0498424073488,432.9299605638289,73.15315950040925,1.9710449415464475
23,3.703074093428333,6.0647645561733485,6.067796678649353,6.154760762061972,3.4511479511837986,3.0604541791920448,5.267389646820594,5.607333533792399,4.104475728772006,0.6745841178373617,40.5718344631122,430.42132569732433,431.7283964710498,470.9541588803952,31.53657398481449,21.33724589475089,193.9091299134458,272.41687829532236,60.61095963413896,1.9632163395123463
