,log_s,log_ls__0,log_ls__1,log_ls__2,log_ls__3,log_ls__4,log_ls__5,log_ls__6,log_ls__7,log_n,s,ls__0,ls__1,ls__2,ls__3,ls__4,ls__5,ls__6,ls__7,n
0,3.74712119857418,6.153204965148367,6.073614746512253,5.508704741991052,3.390584181941154,3.0996551988879606,5.39746160128922,5.650086544183744,4.056739426959911,0.7160293409448747,42.398848276300356,470.2220195313079,434.24754275601083,246.83120982328214,29.68328764696632,22.19029872253602,220.8451111521421,284.3160706614635,57.78558944077721,2.046291930632865
1,3.4828572957308364,6.036726218198191,5.803146846824568,5.5639112719591735,3.3203550528950383,3.3332854896398976,5.64588004757422,5.788631495566883,4.114583825819517,0.6808615595142474,32.55260173030516,418.520644389606,331.34059916736095,260.84106408177985,27.670173189733962,28.030283790140125,283.12260798237065,326.56581167849987,61.22672797641344,1.9755790781707625
2,3.3593731431235048,6.08555899338751,5.7048118389886335,5.809162753484852,3.4048997601628965,3.2347453564573403,5.083221407114927,5.727065551347989,4.092951203492796,0.6553413663483386,28.771149832139283,439.46540227912004,300.3089682929178,333.3399211220392,30.11127722310946,25.399903033979463,161.29280972624633,307.06687303689824,59.91645669265626,1.9257998084296912
3,3.528722695904884,6.1648746821004545,6.269188675825641,5.4332957730369245,3.3934213922595142,3.160683501454186,5.044913323277936,5.611859625240641,4.193141354333037,0.651392853739875,34.08040875605493,475.7415202715076,528.0487852926863,228.9024140100757,29.767624961736374,23.586711972703885,155.2308437145337,273.6526565115124,66.23051804223418,1.918210756198856
4,3.6800177924798883,6.019147186968381,6.010243122585504,5.0459496001534365,3.2792245368268267,2.790013546723315,5.401540376666238,5.488645691274357,4.2569418681212525,0.6998575257285176,39.64709948651727,411.22774576266886,407.58240071613466,155.39178922589213,26.55517215536072,16.281240357752868,221.74772828856138,241.92933787688082,70.59376796279211,2.013465819958064
5,3.663264066137317,6.2528262748995695,5.980697204155443,5.965946367233674,3.4146047078275736,3.3853477142459814,5.299450552428803,5.489279319260618,4.136123697240432,0.6691800701536312,38.988396106927965,519.4789421619687,395.71616695609464,389.92186279140486,30.40492822164822,29.528258327377863,200.2267656356958,242.08267965174664,62.55984991895125,1.9526356398525335
6,3.8041702605318735,6.151183158888877,6.111801647290058,5.045843738410428,3.2958905661844886,3.0707245212723575,5.382474897666352,5.6739135252972375,4.162222820988081,0.6663894963426004,44.88798932039207,469.272282124906,451.1507980171794,155.37534005092033,27.00144994379508,21.557515897110306,217.56004854016342,291.17181581744427,64.214100529011,1.9471942617881743
7,3.4584573981686555,6.113795409723165,5.886924799620348,5.693016357189896,3.207815794305445,2.5907482912929325,5.048400754780469,5.534488803965,4.267196825430339,0.6647944268115404,31.767933425133513,452.0511828083594,360.2955978333216,296.78748892583013,24.725022667808037,13.339749888089473,155.77314571998622,253.2782796856068,71.32142872760309,1.944090827305026
8,3.490066821527276,5.991548252645364,5.844765683477383,5.8285588063701494,3.175246920969069,3.04224051394742,5.249960128614139,5.399075503035466,4.201678887677792,0.7055773947875258,32.788138586528966,400.0334836163153,345.42159431097053,339.86850961100043,23.93272863139251,20.952134234488565,190.5586704688803,221.20182123276507,66.7983839361795,2.0250155808737142
9,3.637339134392063,6.166914218037123,5.804772800449298,5.51940474612085,3.3560499799465373,2.8322647581724403,5.419166646006786,5.7090628027225545,3.9634291945488647,0.6948559931378621,37.99061419660908,476.71280234432515,331.8797818398201,249.4864851829004,28.6756972964774,16.983881685987008,225.69096364566937,301.58828807057665,52.63752111084307,2.003420546860238
10,3.6738100259304334,6.378710616326325,6.206297056201548,5.906414741092564,3.1306703363170785,3.336327491614852,5.308841492148991,5.797116598104511,4.191770073780476,0.674711080325619,39.401741897789904,589.1675546733031,495.8616995052657,367.3866152414755,22.88931794201301,28.11568179338102,202.1159397986956,329.34854527012783,66.13975966267915,1.9634656101674743
11,3.60170292270572,6.013323248227356,5.727171660349852,5.739960317452475,3.4887815347480724,3.1204458018330734,5.786803888974781,5.6761388834681314,4.1503871207857435,0.6342033085827694,36.660611504683935,408.83974110888937,307.09945732501376,311.0520673980348,32.74602349627109,22.65647769142978,325.9695229049423,291.8204989053111,63.458561671964084,1.8855193658182277
