,l2,l4,l5,l7,l10,sig_var1,sig_var3,sig_var6,sig_var9,alpha8,noise_var
0,22.7309872217791,0.21186377611861582,2.1929043958528514,87.99708216004008,281.65609558282307,0.0018407431790845425,0.004745788227700959,28.77677257362223,0.00045694874326022153,19.057522835476274,0.006799470656894588
1,92.13258531539518,0.19608077097052323,137.52085100883033,34.36386375972644,117.27459779703278,6.38038615366316,0.0045553008084166634,0.2584713981937821,5.8326581065161004e-05,3081.585881306917,0.006787627501237201
2,111.09682178626016,0.2187320118642092,278.159717344476,46.287901438435284,2.935237575397428,16.837656126895226,0.004366999486908106,0.00376022290543114,9.525438642835483e-05,0.183152690993416,0.006769346299895019
3,34.776665927605976,0.22303853087468667,102.73891718141424,0.5872054691130617,224.1051526044249,2.3125847948640956,0.006537877025478053,0.00713280672322089,9.105914019655458e-05,0.00017001384770826407,0.006808707915059588
4,130.2605157453624,0.22894438774158135,120.03793155879148,72.553910949531,25.587814377143957,29.4413344817975,0.0081884406923852,0.002259984004384915,1.1423236893459998,0.02711044272213234,0.00674025676347568
5,148.41117305063977,0.25496962281281205,41.247032149783045,8.459287534122456,132.2929880343771,0.05291094209498286,0.006530533859948978,0.0028495055442504065,1070.5202722372937,0.9313955978559175,0.006870400460752191
6,2.378296020140801,0.20979331863957515,4.123460705213947,280.7464093778059,24.940375714270772,0.00013106920518623483,0.005579138186210582,0.36899496356821654,10.015963860951054,0.0035525726654013373,0.006748935056329174
7,43.73596533216691,0.21856093752487696,57.92338682381935,44.49934776537786,93.53868735417576,0.32184542874698613,0.005019430166124145,3.671142426415232,0.26667856596069406,889.4627124850781,0.006839962561821717
8,16.450661264960186,0.22227976915350117,58.744634925368,115.59189890719698,152.35354908022103,0.006959147371084137,0.0057292412895364065,7.484237569968184,5.895785583992746,0.04358126191105969,0.006786860651878427
9,18.2004792187663,0.21675786428634375,35.89239111585393,243.71489938435158,37.958504561616884,0.02516202401642595,0.004967054907834178,0.25142173456105527,16.352502032964264,0.004879886387103426,0.006792869291309832
10,86.91137716338294,0.2082217981288921,38.543201065413065,225.22702079204498,245.49580994765435,14.22190598736229,0.0038403832466379906,0.00277747119734721,0.1316925387232823,1.4876840349374576,0.006765018154419099
11,39.11860323183512,0.20881495812059875,65.41248975194542,140.4979617011052,173.6920689896354,1.9137588890182111,0.004265572525654636,0.02559509738226883,0.014155261755896044,1.6588893033111234,0.006761765424767804
