,log_l2,log_l4,log_l5,log_l7,log_l10,log_s1,log_s3,log_s6,log_s9,log_alpha8,log_n11,ls_2,ls_4,ls_5,ls_7,ls_10,s_1,s_3,s_6,s_9,alpha_8,n_11
0,5.3217352286570625,4.983698331951154,0.48845108183173214,0.6690267854323132,-2.092271515018209,6.67777891210165,1.3134431945668754,0.032056478028191226,-1.8139027534545027,-2.1386391945974923,-1.5894086159395302,204.7388426419229,146.01339030945627,1.6297898527790353,1.9523363535812357,0.12340649748864481,794.5523800328041,3.718956784072535,1.0325758215046674,0.16301667978286466,0.11781505735333478,0.20404624575751804
1,4.168063506654031,4.316768783742077,0.5160164131294045,0.23723930289760964,-2.5955058079849116,5.214795325953074,1.055122631089126,-0.09961600452363689,-2.026637679855981,-2.1798781530080347,-1.6771385009966426,64.59025232841013,74.9460696646065,1.6753404747519367,1.2677444564007754,0.07460812914143125,183.97416238956393,2.8723273689382274,0.9051849382301504,0.1317778564365768,0.11305530525010589,0.18690804874593378
2,4.57468658093265,4.623323907513644,0.25151135296604066,0.721522594262284,-1.6996054763752528,6.583824976071702,0.4646816311928713,0.37475496416704546,-1.7537094347444349,-2.0542708130573506,-1.5277367530963257,96.99763346450791,101.8319501986154,1.28596749952638,2.057563661461111,0.1827556112379393,723.3006525734646,1.5915074219025338,1.4546349332621153,0.17313053442659704,0.1281862732633121,0.21702629599208267
3,4.974196900488111,4.328655966864649,0.18181588468365695,0.5618503092550731,-2.044972299031238,5.813124961398503,0.5760873201291267,-0.10152437006434628,-1.7060762955509567,-2.1100634992436667,-1.6074511194306023,144.63262410410428,75.84228349470884,1.1993933468643554,1.7539147845152143,0.12938377398361206,334.66330322163435,1.7790638876085587,0.903459161716031,0.1815768506107452,0.12123026815862936,0.20039775359689208
4,4.790799744287947,4.437574784165756,0.3517778401025402,1.1362498024259657,-1.857792430201524,6.770478884418593,0.8648620705815406,0.3223099451994753,-1.5924687931064063,-2.0400859631012334,-1.6696425631260765,120.39761747772586,84.56959325070649,1.4215926677533144,3.1150643259952706,0.15601666816925835,871.729251605593,2.3746785253594775,1.3803125309062556,0.2034227825357665,0.13001753368760932,0.1883143641081747
5,5.005431445354524,5.166339459068053,0.3103984680556917,1.2659851862083649,-1.6542155946656605,6.152891897626703,1.0784400716275437,0.5130647013712464,-1.4024192450669046,-2.0723919857470716,-1.7117773956487814,149.2214501734372,175.2720711748423,1.3639685037409979,3.5465850622208457,0.19124200813736494,470.0748313301466,2.940089642780853,1.6704026436858146,0.24600110650627444,0.1258843078180802,0.18054460806487926
6,4.0283800295809105,4.918550611587978,0.5378342172801844,0.974415329274785,-1.7735299281750105,5.147121467182776,1.3344643036630797,0.34935562096349826,-1.5280381358145636,-2.0445863481578015,-1.674203858342468,56.16984401818066,136.80418701952993,1.7122943858353659,2.649617604175706,0.1697327855694434,171.93585430774783,3.7979608476566047,1.4181534257659876,0.21696089787249404,0.12943371940180845,0.18745736270404806
7,5.096059262220306,4.916337377148944,0.676534846655372,0.6405176251270719,-1.79984012414468,6.506302406063597,1.5573148265036547,0.12606828928005706,-1.650270277443903,-2.185384422233655,-1.6799826364355737,163.3768118838756,136.50174209563306,1.9670497799875957,1.8974627995724682,0.1653253176353807,669.3468633205913,4.746060125034779,1.1343596302405592,0.19199800887633134,0.1124345030226221,0.18637721218404574
8,4.721463770605968,4.762168638827298,0.7676085425815626,0.7785890658614782,-2.048658479530699,6.153746011666403,1.694415217552883,0.1569531347703768,-1.8179972065805008,-2.0977555766565668,-1.7041510194847918,112.33256148485785,116.99938037309713,2.1546074357606635,2.1783965221524646,0.12890771998853248,470.4765003544532,5.443461793371323,1.1699407830726496,0.16235058021603585,0.12273158098320637,0.18192677291582746
9,5.320518662314045,4.8381951533949294,0.5678143730112646,0.28760496791771667,-1.9140287950200823,5.941568417520397,1.2537984494994632,-0.17599617170322757,-1.710795158668061,-2.2021156540658664,-1.6355777487497503,204.4899157056244,126.241299811271,1.7644064996427329,1.3332305312512185,0.14748500121951114,380.53129368998117,3.5036260605487475,0.8386211938217383,0.18072203277788268,0.11056898501208057,0.19483977034106706
10,5.8781952134446875,4.613072676373439,0.5402670662567388,0.724615574083271,-1.9041473828837552,6.9542600846152745,1.0778347142525186,0.18037341480176403,-1.831448858190078,-2.1249487290973903,-1.591061574537794,357.1640547875187,100.79337974761503,1.716465210916096,2.0639375163674076,0.1489495854636544,1047.603113452674,2.938310376432699,1.1976645052856842,0.16018131955170017,0.11943909185978374,0.20370924436255802
11,5.014196591432941,4.783476874137815,0.38921857767977125,0.5273743284965495,-2.154483677476335,5.701778225108518,0.8447188396341405,0.1618175584903068,-1.7548703164269501,-2.0881538841494423,-1.6378733251952051,150.53514694359686,119.51918161987716,1.4758270989439473,1.694477321695072,0.11596304949267097,299.39932728577884,2.3273233714822177,1.1756457351713927,0.17292966697472806,0.12391568750092886,0.19439301373179715
12,4.552124798133779,4.9139965900712035,0.4584648688355128,1.025985551130659,-1.6425362762941478,5.90845475308937,1.1517255352368327,0.6001375183009239,-1.5645829283939796,-2.1406863857806986,-1.644175214171586,94.83369685253024,136.18259425594124,1.5816440892348136,2.7898436396613286,0.19348867868841954,368.1368533312003,3.163647187260893,1.8223693923021123,0.20917523603456178,0.11757411411925357,0.19317182248880133
13,4.715433861498962,4.745873108452177,0.36373732054084146,0.6218562990624186,-2.507828907233527,5.610247985845672,0.6622541629858798,0.12290588961785734,-1.8810927084586853,-2.348798439924948,-1.6406881793996657,111.65724444572749,115.10826363920253,1.4386962485658543,1.8623819730002968,0.08144487180070616,273.21198230907595,1.9391585909457114,1.1307779979903059,0.15242346032163137,0.09548382286529336,0.19384659514489605
14,5.346929469981882,4.697347012296659,0.18911046910699963,1.0967395515747516,-2.226123899714124,6.44353172087069,0.7080190815842291,0.5926528099921011,-1.7537736167934224,-2.2321490782540447,-1.6649982047845027,209.96261057441993,109.6558705366477,1.2081744110595307,2.9943870461538142,0.10794602992106751,628.623004985389,2.029966076000443,1.8087804072034674,0.17311942291073898,0.10729759125914837,0.18919099762028804
15,5.8735525527997465,5.359467725442526,0.4527755821278167,0.9625799554361838,-1.8765446472292007,7.251583659944011,1.5524735367910911,0.18400199707385068,-1.5202241824193878,-2.0181833594036287,-1.637678651759628,355.50970654682936,212.61174850167802,1.5726712113817902,2.618443233365084,0.15311827037364342,1410.3365741308155,4.723138602611293,1.2020182236130668,0.2186628610878227,0.13289667140958647,0.19443086057140013
16,4.660943664141893,5.042410742873051,0.5135379250740346,0.8646240439704687,-2.239558683132246,5.457046102739982,1.5509522429856037,0.23278616560822943,-1.8460053808797812,-1.976398862438252,-1.666491591725671,105.73581418885114,154.84285173987286,1.6711933048750596,2.3741133559430496,0.10650549668143636,234.40399539075264,4.715958783804329,1.2621115676106793,0.15786652509200919,0.13856733995727893,0.1889086731173883
17,4.688054390245942,4.3670267652156145,0.3266274068322219,1.3902345991944436,-1.5957050378478186,6.215068292932282,0.7718937244531359,0.9416731334308708,-1.6294881834739248,-2.053396381131555,-1.5713910057054326,108.64159989173918,78.80896545610327,1.386284860674707,4.0157920440733,0.2027655207291748,500.2301502079143,2.163860131067071,2.5642681939965013,0.1960298797877522,0.12829841245500156,0.20775599150106894
18,5.391206913623084,3.92265864522879,0.9929333358637238,1.0211064071099107,-1.7412916162096623,5.70865181675478,2.1120613663495185,0.2513100658009824,-1.6519644984302684,-2.2255375261719617,-1.5650696934392885,219.46810482071706,50.53461996317787,2.6991403565827516,2.7762647443792217,0.1752938419673425,301.4643649832038,8.265261468043287,1.285708676823761,0.1916729972188805,0.10800934517837638,0.20907344161830768
19,4.566691631305965,4.080162974233796,0.24773500859287362,0.5416695865980959,-1.9255462315431242,5.627554869000565,0.7782427743073079,0.062387686880909565,-1.734577594269124,-2.0192288278677877,-1.630157936851619,96.22523403258616,59.15510982302585,1.281120401311783,1.7188742772770262,0.14579609667488796,277.98158458612835,2.1776422924344367,1.064374908938565,0.1764747284813288,0.13275780473364976,0.1958986320703425
